ibge7,municipio,uf,estabelecimentos_total,estabelecimentos_agricultura_familiar
4119707,Planaltina do Paraná,PR,468,302
4119806,Planalto,PR,1852,1643
4119905,Ponta Grossa,PR,1258,656
4119954,Pontal do Paraná,PR,46,21
4120002,Porecatu,PR,166,134
4120101,Porto Amazonas,PR,102,55
4120150,Porto Barreiro,PR,744,583
4120200,Porto Rico,PR,131,77
4120309,Porto Vitória,PR,418,324
4120333,Prado Ferreira,PR,100,51
4120358,Pranchita,PR,460,392
4120408,Presidente Castelo Branco,PR,288,145
4120507,Primeiro de Maio,PR,445,333
4120606,Prudentópolis,PR,6625,5703
4120655,Quarto Centenário,PR,219,159
4120705,Quatiguá,PR,304,248
4120804,Quatro Barras,PR,133,51
4120853,Quatro Pontes,PR,365,270
4120903,Quedas do Iguaçu,PR,3143,2752
4121000,Querência do Norte,PR,1035,856
4121109,Quinta do Sol,PR,258,185
4121208,Quitandinha,PR,1488,1390
4121257,Ramilândia,PR,601,493
4121307,Rancho Alegre,PR,234,168
4121356,Rancho Alegre D'Oeste,PR,240,173
4121406,Realeza,PR,917,754
4121505,Rebouças,PR,1242,1040
4121604,Renascença,PR,787,651
4121703,Reserva,PR,1471,1104
4121752,Reserva do Iguaçu,PR,693,483
4121802,Ribeirão Claro,PR,799,601
4121901,Ribeirão do Pinhal,PR,602,400
4122008,Rio Azul,PR,2042,1930
4122107,Rio Bom,PR,313,249
4122156,Rio Bonito do Iguaçu,PR,2919,2791
4122172,Rio Branco do Ivaí,PR,607,414
4122206,Rio Branco do Sul,PR,1083,745
4122305,Rio Negro,PR,1094,982
4122404,Rolândia,PR,666,361
4122503,Roncador,PR,905,712
4122602,Rondon,PR,508,322
4122651,Rosário do Ivaí,PR,839,588
4122701,Sabáudia,PR,326,211
4122800,Salgado Filho,PR,552,445
4122909,Salto do Itararé,PR,469,390
4123006,Salto do Lontra,PR,1417,1159
4123105,Santa Amélia,PR,172,128
4123204,Santa Cecília do Pavão,PR,180,137
4123303,Santa Cruz de Monte Castelo,PR,445,356
4123402,Santa Fé,PR,436,284
4123501,Santa Helena,PR,1599,1305
4123600,Santa Inês,PR,88,43
4123709,Santa Isabel do Ivaí,PR,467,320
4123808,Santa Izabel do Oeste,PR,1077,867
4123824,Santa Lúcia,PR,493,381
4123857,Santa Maria do Oeste,PR,1861,1383
4123907,Santa Mariana,PR,299,162
4123956,Santa Mônica,PR,278,195
4124004,Santana do Itararé,PR,419,323
4124020,Santa Tereza do Oeste,PR,389,277
4124053,Santa Terezinha de Itaipu,PR,438,312
4124103,Santo Antônio da Platina,PR,1638,1237
4124202,Santo Antônio do Caiuá,PR,231,110
4124301,Santo Antônio do Paraíso,PR,179,113
4124400,Santo Antônio do Sudoeste,PR,1350,1149
4124509,Santo Inácio,PR,225,147
4124608,São Carlos do Ivaí,PR,152,80
4124707,São Jerônimo da Serra,PR,1357,1057
4124806,São João,PR,1215,1022
4124905,São João do Caiuá,PR,319,173
4125001,São João do Ivaí,PR,678,484
4125100,São João do Triunfo,PR,1959,1617
4125209,São Jorge d'Oeste,PR,1024,868
4125308,São Jorge do Ivaí,PR,253,119
4125357,São Jorge do Patrocínio,PR,688,523
4125407,São José da Boa Vista,PR,805,603
4125456,São José das Palmeiras,PR,408,283
4125506,São José dos Pinhais,PR,1515,1187
4125555,São Manoel do Paraná,PR,217,140
4125605,São Mateus do Sul,PR,3406,2560
4125704,São Miguel do Iguaçu,PR,1588,1228
4125753,São Pedro do Iguaçu,PR,509,402
4125803,São Pedro do Ivaí,PR,347,185
4125902,São Pedro do Paraná,PR,343,204
4126009,São Sebastião da Amoreira,PR,184,148
4126108,São Tomé,PR,292,228
4126207,Sapopema,PR,653,415
4126256,Sarandi,PR,144,93
4126272,Saudade do Iguaçu,PR,535,476
4126306,Sengés,PR,783,496
4126355,Serranópolis do Iguaçu,PR,712,592
4126405,Sertaneja,PR,169,83
4126504,Sertanópolis,PR,393,226
4126603,Siqueira Campos,PR,1071,794
4126652,Sulina,PR,499,453
4126678,Tamarana,PR,597,399
4126702,Tamboara,PR,286,178
4126801,Tapejara,PR,289,168
4126900,Tapira,PR,625,409
4127007,Teixeira Soares,PR,743,563
4127106,Telêmaco Borba,PR,96,70
4127205,Terra Boa,PR,451,313
4127304,Terra Rica,PR,989,708
4127403,Terra Roxa,PR,1209,879
4127502,Tibagi,PR,1040,665
4127601,Tijucas do Sul,PR,691,505
4127700,Toledo,PR,2608,2001
4127809,Tomazina,PR,1290,843
4127858,Três Barras do Paraná,PR,1167,949
4127882,Tunas do Paraná,PR,163,61
4127908,Tuneiras do Oeste,PR,720,486
4127957,Tupãssi,PR,613,471
4127965,Turvo,PR,1219,859
4128005,Ubiratã,PR,811,609
4128104,Umuarama,PR,1818,1247
4128203,União da Vitória,PR,799,550
4128302,Uniflor,PR,226,132
4128401,Uraí,PR,600,483
4128500,Wenceslau Braz,PR,1166,904
4128534,Ventania,PR,426,279
4128559,Vera Cruz do Oeste,PR,796,623
4128609,Verê,PR,1011,886
4128625,Alto Paraíso,PR,301,143
4128633,Doutor Ulysses,PR,1093,783
4128658,Virmond,PR,507,434
4128708,Vitorino,PR,472,305
4128807,Xambrê,PR,612,416
4200051,Abdon Batista,SC,693,521
4200101,Abelardo Luz,SC,1757,1500
4200200,Agrolândia,SC,510,384
4200309,Agronômica,SC,572,504
4200408,Água Doce,SC,866,603
4200507,Águas de Chapecó,SC,747,689
4200556,Águas Frias,SC,363,306
4200606,Águas Mornas,SC,809,636
4200705,Alfredo Wagner,SC,1656,1435
4200754,Alto Bela Vista,SC,354,299
4200804,Anchieta,SC,703,607
4200903,Angelina,SC,884,741
4201000,Anita Garibaldi,SC,1343,919
4201109,Anitápolis,SC,500,405
4201208,Antônio Carlos,SC,545,514
4201257,Apiúna,SC,437,290
4201273,Arabutã,SC,727,647
4201307,Araquari,SC,351,215
4201406,Araranguá,SC,1195,929
4201505,Armazém,SC,565,406
4201604,Arroio Trinta,SC,325,260
4201653,Arvoredo,SC,385,298
4201703,Ascurra,SC,156,104
4201802,Atalanta,SC,524,438
4201901,Aurora,SC,723,663
4201950,Balneário Arroio do Silva,SC,67,43
4202008,Balneário Camboriú,SC,11,6
4202057,Balneário Barra do Sul,SC,74,47
4202073,Balneário Gaivota,SC,178,141
4202081,Bandeirante,SC,446,373
4202099,Barra Bonita,SC,342,295
4202107,Barra Velha,SC,270,179
4202131,Bela Vista do Toldo,SC,1122,990
4202156,Belmonte,SC,352,301
4202206,Benedito Novo,SC,1004,541
4202305,Biguaçu,SC,346,248
4202404,Blumenau,SC,666,414
4202438,Bocaina do Sul,SC,607,384
4202453,Bombinhas,SC,105,9
4202503,Bom Jardim da Serra,SC,669,381
4202537,Bom Jesus,SC,213,160
4202578,Bom Jesus do Oeste,SC,402,358
4202602,Bom Retiro,SC,750,546
4202701,Botuverá,SC,447,262
4202800,Braço do Norte,SC,692,565
4202859,Braço do Trombudo,SC,240,185
4202875,Brunópolis,SC,557,429
4202909,Brusque,SC,105,53
4203006,Caçador,SC,1316,980
4203105,Caibi,SC,615,553
4203154,Calmon,SC,279,187
4203204,Camboriú,SC,295,243
4203253,Capão Alto,SC,710,323
4203303,Campo Alegre,SC,658,495
4203402,Campo Belo do Sul,SC,1040,732
4203501,Campo Erê,SC,566,407
4203600,Campos Novos,SC,1670,1098
4203709,Canelinha,SC,210,133
4203808,Canoinhas,SC,2916,2296
4203907,Capinzal,SC,451,343
4203956,Capivari de Baixo,SC,93,46
4204004,Catanduvas,SC,206,127
4204103,Caxambu do Sul,SC,596,546
4204152,Celso Ramos,SC,556,460
4204178,Cerro Negro,SC,791,468
4204194,Chapadão do Lageado,SC,652,583
4204202,Chapecó,SC,1661,1303
4204251,Cocal do Sul,SC,244,178
4204301,Concórdia,SC,2765,2326
4204350,Cordilheira Alta,SC,354,309
4204400,Coronel Freitas,SC,832,725
4204459,Coronel Martins,SC,444,388
4204509,Corupá,SC,752,648
4204558,Correia Pinto,SC,884,586
4204608,Criciúma,SC,520,391
4204707,Cunha Porã,SC,910,816
4204756,Cunhataí,SC,385,339
4204806,Curitibanos,SC,893,598
4204905,Descanso,SC,924,829
4205001,Dionísio Cerqueira,SC,964,856
4205100,Dona Emma,SC,440,347
4205159,Doutor Pedrinho,SC,413,199
4205175,Entre Rios,SC,498,414
4205191,Ermo,SC,204,163
4205209,Erval Velho,SC,394,302
4205308,Faxinal dos Guedes,SC,491,368
4205357,Flor do Sertão,SC,244,209
4205407,Florianópolis,SC,211,74
4205431,Formosa do Sul,SC,388,371
4205456,Forquilhinha,SC,554,415
4205506,Fraiburgo,SC,939,687
4205555,Frei Rogério,SC,429,365
4205605,Galvão,SC,270,230
4205704,Garopaba,SC,253,208
4205803,Garuva,SC,364,258
4205902,Gaspar,SC,560,353
4206009,Governador Celso Ramos,SC,92,35
4206108,Grão-Pará,SC,867,653
4206207,Gravatal,SC,750,579
4206306,Guabiruba,SC,286,184
4206405,Guaraciaba,SC,1146,1014
4206504,Guaramirim,SC,394,324
4206603,Guarujá do Sul,SC,353,306
4206652,Guatambú,SC,582,511
4206702,Herval d'Oeste,SC,531,479
4206751,Ibiam,SC,391,303
4206801,Ibicaré,SC,566,441
4206900,Ibirama,SC,596,367
4207007,Içara,SC,1040,821
4207106,Ilhota,SC,356,239
4207205,Imaruí,SC,1135,818
4207304,Imbituba,SC,317,238
4207403,Imbuia,SC,765,721
4207502,Indaial,SC,717,490
4207577,Iomerê,SC,315,253
4207601,Ipira,SC,594,480
4207650,Iporã do Oeste,SC,882,818
4207684,Ipuaçu,SC,590,514
4207700,Ipumirim,SC,872,798
4207759,Iraceminha,SC,665,590
4207809,Irani,SC,598,490
4207858,Irati,SC,313,262
4207908,Irineópolis,SC,1445,1306
4208005,Itá,SC,617,508
4208104,Itaiópolis,SC,2615,2264
4208203,Itajaí,SC,318,212
4208302,Itapema,SC,69,42
4208401,Itapiranga,SC,1148,992
4208450,Itapoá,SC,91,43
4208500,Ituporanga,SC,1687,1525
4208609,Jaborá,SC,487,417
4208708,Jacinto Machado,SC,882,796
4208807,Jaguaruna,SC,591,544
4208906,Jaraguá do Sul,SC,711,558
4208955,Jardinópolis,SC,266,226
4209003,Joaçaba,SC,837,699
4209102,Joinville,SC,1476,991
4209151,José Boiteux,SC,605,467
4209177,Jupiá,SC,337,300
4209201,Lacerdópolis,SC,203,190
4209300,Lages,SC,1389,581
4209409,Laguna,SC,175,120
4209458,Lajeado Grande,SC,268,214
4209508,Laurentino,SC,243,204
4209607,Lauro Müller,SC,499,362
4209706,Lebon Régis,SC,951,645
4209805,Leoberto Leal,SC,639,591
4209854,Lindóia do Sul,SC,660,589
4209904,Lontras,SC,500,354
4210001,Luiz Alves,SC,621,471
4210035,Luzerna,SC,354,305
4210050,Macieira,SC,341,258
4210100,Mafra,SC,1938,1604
4210209,Major Gercino,SC,465,355
4210308,Major Vieira,SC,1112,910
4210407,Maracajá,SC,267,208
4210506,Maravilha,SC,884,724
4210555,Marema,SC,370,319
4210605,Massaranduba,SC,1108,798
4210704,Matos Costa,SC,400,268
4210803,Meleiro,SC,526,435
4210852,Mirim Doce,SC,360,252
4210902,Modelo,SC,360,303
4211009,Mondaí,SC,872,753
4211058,Monte Carlo,SC,285,191
4211108,Monte Castelo,SC,458,323
4211207,Morro da Fumaça,SC,263,182
4211256,Morro Grande,SC,335,284
4211306,Navegantes,SC,107,74
4211405,Nova Erechim,SC,282,261
4211454,Nova Itaberaba,SC,552,518
4211504,Nova Trento,SC,491,358
4211603,Nova Veneza,SC,542,371
4211652,Novo Horizonte,SC,472,397
4211702,Orleans,SC,1260,1008
4211751,Otacílio Costa,SC,508,245
4211801,Ouro,SC,674,607
4211850,Ouro Verde,SC,300,242
4211876,Paial,SC,356,317
4211892,Painel,SC,633,311
4211900,Palhoça,SC,234,105
4212007,Palma Sola,SC,532,443
4212056,Palmeira,SC,520,259
4212106,Palmitos,SC,1455,1328
4212205,Papanduva,SC,1189,979
4212239,Paraíso,SC,600,517
4212254,Passo de Torres,SC,107,86
4212270,Passos Maia,SC,682,532
4212304,Paulo Lopes,SC,235,124
4212403,Pedras Grandes,SC,446,366
4212502,Penha,SC,119,43
4212601,Peritiba,SC,354,313
4212650,Pescaria Brava,SC,272,222
4212700,Petrolândia,SC,1010,824
4212809,Balneário Piçarras,SC,131,88
4212908,Pinhalzinho,SC,729,616
4213005,Pinheiro Preto,SC,206,147
4213104,Piratuba,SC,488,405
4213153,Planalto Alegre,SC,357,338
4213203,Pomerode,SC,746,486
4213302,Ponte Alta,SC,409,252
4213351,Ponte Alta do Norte,SC,81,32
4213401,Ponte Serrada,SC,372,250
4213500,Porto Belo,SC,73,34
4213609,Porto União,SC,1354,893
4213708,Pouso Redondo,SC,1180,1000
4213807,Praia Grande,SC,344,313
4213906,Presidente Castello Branco,SC,261,230
4214003,Presidente Getúlio,SC,1019,725
4214102,Presidente Nereu,SC,364,260
4214151,Princesa,SC,379,354
4214201,Quilombo,SC,1162,1025
4214300,Rancho Queimado,SC,353,267
4214409,Rio das Antas,SC,696,547
4214508,Rio do Campo,SC,901,694
4214607,Rio do Oeste,SC,770,696
4214706,Rio dos Cedros,SC,786,453
4214805,Rio do Sul,SC,689,489
4214904,Rio Fortuna,SC,732,605
4215000,Rio Negrinho,SC,824,595
4215059,Rio Rufino,SC,306,234
4215075,Riqueza,SC,690,583
4215109,Rodeio,SC,467,358
4215208,Romelândia,SC,811,717
4215307,Salete,SC,713,468
4215356,Saltinho,SC,610,547
4215406,Salto Veloso,SC,272,216
4215455,Sangão,SC,202,179
4215505,Santa Cecília,SC,358,161
4215554,Santa Helena,SC,331,301
4215604,Santa Rosa de Lima,SC,449,272
4215653,Santa Rosa do Sul,SC,537,499
4215679,Santa Terezinha,SC,2198,1802
4215687,Santa Terezinha do Progresso,SC,550,469
4215695,Santiago do Sul,SC,215,181
4215703,Santo Amaro da Imperatriz,SC,435,284
4215752,São Bernardino,SC,446,383
4215802,São Bento do Sul,SC,476,362
4215901,São Bonifácio,SC,530,358
4216008,São Carlos,SC,834,720
4216057,São Cristóvão do Sul,SC,178,95
4216107,São Domingos,SC,653,560
4216206,São Francisco do Sul,SC,168,86
4216255,São João do Oeste,SC,777,671
4216305,São João Batista,SC,578,341
4216354,São João do Itaperiú,SC,283,227
4216404,São João do Sul,SC,728,690
4216503,São Joaquim,SC,2360,1592
4216602,São José,SC,107,58
4216701,São José do Cedro,SC,1137,1008
4216800,São José do Cerrito,SC,2063,1510
4216909,São Lourenço do Oeste,SC,1270,1047
4217006,São Ludgero,SC,377,272
4217105,São Martinho,SC,452,311
4217154,São Miguel da Boa Vista,SC,397,342
4217204,São Miguel do Oeste,SC,878,709
4217253,São Pedro de Alcântara,SC,323,177
4217303,Saudades,SC,1120,971
4217402,Schroeder,SC,229,206
4217501,Seara,SC,1193,1006
4217550,Serra Alta,SC,427,355
4217600,Siderópolis,SC,427,322
4217709,Sombrio,SC,602,540
4217758,Sul Brasil,SC,502,410
4217808,Taió,SC,1400,979
4217907,Tangará,SC,840,656
4217956,Tigrinhos,SC,285,248
4218004,Tijucas,SC,445,227
4218103,Timbé do Sul,SC,392,341
4218202,Timbó,SC,321,206
4218251,Timbó Grande,SC,731,398
4218301,Três Barras,SC,393,238
4218350,Treviso,SC,175,147
4218400,Treze de Maio,SC,604,489
4218509,Treze Tílias,SC,431,311
4218608,Trombudo Central,SC,266,199
4218707,Tubarão,SC,990,721
4218756,Tunápolis,SC,548,494
4218806,Turvo,SC,661,547
4218855,União do Oeste,SC,422,365
4218905,Urubici,SC,658,418
4218954,Urupema,SC,322,213
4219002,Urussanga,SC,660,504
4219101,Vargeão,SC,337,263
4219150,Vargem,SC,714,491
4219176,Vargem Bonita,SC,326,235
4219200,Vidal Ramos,SC,1049,924
4219309,Videira,SC,1047,857
4219358,Vitor Meireles,SC,793,660
4219408,Witmarsum,SC,645,494
4219507,Xanxerê,SC,711,572
4219606,Xavantina,SC,738,665
4219705,Xaxim,SC,923,788
4219853,Zortéa,SC,257,138
4220000,Balneário Rincão,SC,85,46
4300034,Aceguá,RS,806,475
4300059,Água Santa,RS,579,480
4300109,Agudo,RS,2073,1946
4300208,Ajuricaba,RS,753,609
4300307,Alecrim,RS,1358,1201
4300406,Alegrete,RS,2671,1288
4300455,Alegria,RS,720,644
4300471,Almirante Tamandaré do Sul,RS,422,329
4300505,Alpestre,RS,1417,1296
4300554,Alto Alegre,RS,391,331
4300570,Alto Feliz,RS,443,335
4300604,Alvorada,RS,27,12
4300638,Amaral Ferrador,RS,1062,913
4300646,Ametista do Sul,RS,645,571
4300661,André da Rocha,RS,245,144
4300703,Anta Gorda,RS,939,844
4300802,Antônio Prado,RS,1036,869
4300851,Arambaré,RS,171,69
4300877,Araricá,RS,58,41
4300901,Aratiba,RS,950,862
4301008,Arroio do Meio,RS,809,722
4301057,Arroio do Sal,RS,67,45
4301073,Arroio do Padre,RS,427,400
4301107,Arroio dos Ratos,RS,395,289
4301206,Arroio do Tigre,RS,1940,1662
4301305,Arroio Grande,RS,961,682
4301404,Arvorezinha,RS,1231,1096
4301503,Augusto Pestana,RS,922,826
4301552,Áurea,RS,661,592
4301602,Bagé,RS,1127,517
4301636,Balneário Pinhal,RS,19,6
4301651,Barão,RS,734,645
4301701,Barão de Cotegipe,RS,1030,1001
4301750,Barão do Triunfo,RS,1775,1540
4301800,Barracão,RS,1021,854
4301859,Barra do Guarita,RS,213,191
4301875,Barra do Quaraí,RS,146,38
4301909,Barra do Ribeiro,RS,497,343
4301925,Barra do Rio Azul,RS,451,419
4301958,Barra Funda,RS,234,210
4302006,Barros Cassal,RS,1662,1527
4302055,Benjamin Constant do Sul,RS,390,357
4302105,Bento Gonçalves,RS,1128,860
4302154,Boa Vista das Missões,RS,239,173
4302204,Boa Vista do Buricá,RS,542,518
4302220,Boa Vista do Cadeado,RS,521,343
4302238,Boa Vista do Incra,RS,346,261
4302253,Boa Vista do Sul,RS,886,691
4302303,Bom Jesus,RS,916,419
4302352,Bom Princípio,RS,616,507
4302378,Bom Progresso,RS,211,174
4302402,Bom Retiro do Sul,RS,341,269
4302451,Boqueirão do Leão,RS,1315,1191
4302501,Bossoroca,RS,934,587
4302584,Bozano,RS,363,291
4302600,Braga,RS,380,337
4302659,Brochier,RS,710,603
4302709,Butiá,RS,339,178
4302808,Caçapava do Sul,RS,2653,1697
4302907,Cacequi,RS,465,194
4303004,Cachoeira do Sul,RS,2780,1759
4303103,Cachoeirinha,RS,6,
4303202,Cacique Doble,RS,900,860
4303301,Caibaté,RS,565,451
4303400,Caiçara,RS,936,869
4303509,Camaquã,RS,2629,2207
4303558,Camargo,RS,437,408
4303608,Cambará do Sul,RS,357,145
4303673,Campestre da Serra,RS,614,488
4303707,Campina das Missões,RS,1126,1007
4303806,Campinas do Sul,RS,351,298
4303905,Campo Bom,RS,99,55
4304002,Campo Novo,RS,284,206
4304101,Campos Borges,RS,501,346
4304200,Candelária,RS,3647,3259
4304309,Cândido Godói,RS,1347,1185
4304358,Candiota,RS,561,434
4304408,Canela,RS,269,172
4304507,Canguçu,RS,8075,6691
4304606,Canoas,RS,40,27
4304614,Canudos do Vale,RS,423,404
4304622,Capão Bonito do Sul,RS,369,252
4304630,Capão da Canoa,RS,28,7
4304655,Capão do Cipó,RS,531,401
4304663,Capão do Leão,RS,198,118
4304671,Capivari do Sul,RS,95,31
4304689,Capela de Santana,RS,384,278
4304697,Capitão,RS,340,297
4304705,Carazinho,RS,342,159
4304713,Caraá,RS,1332,1001
4304804,Carlos Barbosa,RS,1313,973
4304853,Carlos Gomes,RS,337,316
4304903,Casca,RS,793,682
4304952,Caseiros,RS,358,295
4305009,Catuípe,RS,814,637
4305108,Caxias do Sul,RS,2752,2054
4305116,Centenário,RS,577,523
4305124,Cerrito,RS,651,471
4305132,Cerro Branco,RS,715,669
4305157,Cerro Grande,RS,321,277
4305173,Cerro Grande do Sul,RS,1409,1253
4305207,Cerro Largo,RS,780,660
4305306,Chapada,RS,1165,1007
4305355,Charqueadas,RS,137,99
4305371,Charrua,RS,490,433
4305405,Chiapetta,RS,417,329
4305439,Chuí,RS,80,45
4305447,Chuvisca,RS,1012,945
4305454,Cidreira,RS,59,25
4305504,Ciríaco,RS,642,550
4305587,Colinas,RS,346,296
4305603,Colorado,RS,424,334
4305702,Condor,RS,579,500
4305801,Constantina,RS,824,758
4305835,Coqueiro Baixo,RS,362,331
4305850,Coqueiros do Sul,RS,427,334
4305871,Coronel Barros,RS,399,349
4305900,Coronel Bicaco,RS,753,603
4305934,Coronel Pilar,RS,521,458
4305959,Cotiporã,RS,527,475
4305975,Coxilha,RS,351,227
4306007,Crissiumal,RS,1592,1414
4306056,Cristal,RS,591,443
4306072,Cristal do Sul,RS,449,415
4306106,Cruz Alta,RS,580,290
4306130,Cruzaltense,RS,493,460
4306205,Cruzeiro do Sul,RS,1050,901
4306304,David Canabarro,RS,689,642
4306320,Derrubadas,RS,542,473
4306353,Dezesseis de Novembro,RS,797,647
4306379,Dilermando de Aguiar,RS,488,318
4306403,Dois Irmãos,RS,221,178
4306429,Dois Irmãos das Missões,RS,217,168
4306452,Dois Lajeados,RS,476,431
4306502,Dom Feliciano,RS,2691,2375
4306551,Dom Pedro de Alcântara,RS,266,255
4306601,Dom Pedrito,RS,1119,520
4306700,Dona Francisca,RS,311,306
4306734,Doutor Maurício Cardoso,RS,798,723
4306759,Doutor Ricardo,RS,450,349
4306767,Eldorado do Sul,RS,332,232
4306809,Encantado,RS,580,538
4306908,Encruzilhada do Sul,RS,2051,1428
4306924,Engenho Velho,RS,156,121
4306932,Entre-Ijuís,RS,954,817
4306957,Entre Rios do Sul,RS,255,226
4306973,Erebango,RS,348,285
4307005,Erechim,RS,1082,941
4307054,Ernestina,RS,461,387
4307104,Herval,RS,1141,862
4307203,Erval Grande,RS,671,550
4307302,Erval Seco,RS,1219,1082
4307401,Esmeralda,RS,396,242
4307450,Esperança do Sul,RS,558,512
4307500,Espumoso,RS,1162,936
4307559,Estação,RS,231,197
4307609,Estância Velha,RS,107,74
4307708,Esteio,RS,1,
4307807,Estrela,RS,968,741
4307815,Estrela Velha,RS,681,600
4307831,Eugênio de Castro,RS,431,319
4307864,Fagundes Varela,RS,315,253
4307906,Farroupilha,RS,1272,1128
4308003,Faxinal do Soturno,RS,507,471
4308052,Faxinalzinho,RS,287,252
4308078,Fazenda Vilanova,RS,280,227
4308102,Feliz,RS,593,507
4308201,Flores da Cunha,RS,1150,1019
4308250,Floriano Peixoto,RS,548,483
4308300,Fontoura Xavier,RS,1761,1292
4308409,Formigueiro,RS,905,647
4308433,Forquetinha,RS,579,512
4308458,Fortaleza dos Valos,RS,393,270
4308508,Frederico Westphalen,RS,995,885
4308607,Garibaldi,RS,819,538
4308656,Garruchos,RS,571,389
4308706,Gaurama,RS,838,770
4308805,General Câmara,RS,806,623
4308854,Gentil,RS,251,194
4308904,Getúlio Vargas,RS,649,555
4309001,Giruá,RS,1586,1337
4309050,Glorinha,RS,638,355
4309100,Gramado,RS,516,393
4309126,Gramado dos Loureiros,RS,344,309
4309159,Gramado Xavier,RS,666,614
4309209,Gravataí,RS,485,332
4309258,Guabiju,RS,275,232
4309308,Guaíba,RS,280,167
4309407,Guaporé,RS,726,578
4309506,Guarani das Missões,RS,930,848
4309555,Harmonia,RS,446,393
4309571,Herveiras,RS,519,475
4309605,Horizontina,RS,905,749
4309654,Hulha Negra,RS,1183,998
4309704,Humaitá,RS,573,533
4309753,Ibarama,RS,1051,990
4309803,Ibiaçá,RS,602,504
4309902,Ibiraiaras,RS,634,584
4309951,Ibirapuitã,RS,483,376
4310009,Ibirubá,RS,1213,1033
4310108,Igrejinha,RS,407,281
4310207,Ijuí,RS,1626,1366
4310306,Ilópolis,RS,549,511
4310330,Imbé,RS,17,10
4310363,Imigrante,RS,437,355
4310405,Independência,RS,969,859
4310413,Inhacorá,RS,241,193
4310439,Ipê,RS,850,643
4310462,Ipiranga do Sul,RS,414,376
4310504,Iraí,RS,765,697
4310538,Itaara,RS,145,110
4310553,Itacurubi,RS,748,554
4310579,Itapuca,RS,558,469
4310603,Itaqui,RS,478,152
4310652,Itati,RS,339,298
4310702,Itatiba do Sul,RS,698,645
4310751,Ivorá,RS,465,451
4310801,Ivoti,RS,205,159
4310850,Jaboticaba,RS,628,548
4310876,Jacuizinho,RS,571,465
4310900,Jacutinga,RS,328,295
4311007,Jaguarão,RS,614,355
4311106,Jaguari,RS,1552,1299
4311122,Jaquirana,RS,546,301
4311130,Jari,RS,945,788
4311155,Jóia,RS,1444,1240
4311205,Júlio de Castilhos,RS,976,683
4311239,Lagoa Bonita do Sul,RS,472,443
4311254,Lagoão,RS,1074,944
4311270,Lagoa dos Três Cantos,RS,297,241
4311304,Lagoa Vermelha,RS,1034,732
4311403,Lajeado,RS,388,294
4311429,Lajeado do Bugre,RS,543,485
4311502,Lavras do Sul,RS,869,402
4311601,Liberato Salzano,RS,1178,1062
4311627,Lindolfo Collor,RS,143,123
4311643,Linha Nova,RS,329,239
4311700,Machadinho,RS,823,742
4311718,Maçambará,RS,235,49
4311734,Mampituba,RS,445,425
4311759,Manoel Viana,RS,647,426
4311775,Maquiné,RS,532,488
4311791,Maratá,RS,521,432
4311809,Marau,RS,1170,1026
4311908,Marcelino Ramos,RS,572,532
4311981,Mariana Pimentel,RS,800,637
4312005,Mariano Moro,RS,257,233
4312054,Marques de Souza,RS,696,608
4312104,Mata,RS,768,641
4312138,Mato Castelhano,RS,452,307
4312153,Mato Leitão,RS,357,308
4312179,Mato Queimado,RS,368,350
4312203,Maximiliano de Almeida,RS,603,566
4312252,Minas do Leão,RS,72,21
4312302,Miraguaí,RS,656,587
4312351,Montauri,RS,320,306
4312377,Monte Alegre dos Campos,RS,639,510
4312385,Monte Belo do Sul,RS,463,423
4312401,Montenegro,RS,1211,874
4312427,Mormaço,RS,485,331
4312443,Morrinhos do Sul,RS,592,556
4312450,Morro Redondo,RS,485,369
4312476,Morro Reuter,RS,360,284
4312500,Mostardas,RS,737,435
4312609,Muçum,RS,356,285
4312617,Muitos Capões,RS,466,258
4312625,Muliterno,RS,350,327
4312658,Não-Me-Toque,RS,500,371
4312674,Nicolau Vergueiro,RS,240,201
4312708,Nonoai,RS,437,361
4312757,Nova Alvorada,RS,468,391
4312807,Nova Araçá,RS,246,219
4312906,Nova Bassano,RS,589,477
4312955,Nova Boa Vista,RS,374,353
4313003,Nova Bréscia,RS,482,385
4313011,Nova Candelária,RS,530,511
4313037,Nova Esperança do Sul,RS,411,339
4313060,Nova Hartz,RS,154,122
4313086,Nova Pádua,RS,384,357
4313102,Nova Palma,RS,570,503
4313201,Nova Petrópolis,RS,1003,821
4313300,Nova Prata,RS,388,324
4313334,Nova Ramada,RS,501,430
4313359,Nova Roma do Sul,RS,421,391
4313375,Nova Santa Rita,RS,417,255
4313391,Novo Cabrais,RS,709,622
4313409,Novo Hamburgo,RS,269,180
4313425,Novo Machado,RS,712,646
4313441,Novo Tiradentes,RS,365,330
4313466,Novo Xingu,RS,364,315
4313490,Novo Barreiro,RS,664,586
4313508,Osório,RS,529,404
4313607,Paim Filho,RS,541,493
4313656,Palmares do Sul,RS,259,147
4313706,Palmeira das Missões,RS,1155,793
4313805,Palmitinho,RS,954,834
4313904,Panambi,RS,851,686
4313953,Pantano Grande,RS,263,112
4314001,Paraí,RS,484,383
4314027,Paraíso do Sul,RS,1057,1007
4314035,Pareci Novo,RS,378,311
4314050,Parobé,RS,201,155
4314068,Passa Sete,RS,1015,921
4314076,Passo do Sobrado,RS,1079,942
4314100,Passo Fundo,RS,909,575
4314134,Paulo Bento,RS,289,254
4314159,Paverama,RS,1219,987
