ibge7,municipio,uf,domicilios_total,domicilios_com_internet
4122602,Rondon,PR,3369,2671
4122651,Rosário do Ivaí,PR,2077,1593
4122701,Sabáudia,PR,3170,2771
4122800,Salgado Filho,PR,1548,1217
4122909,Salto do Itararé,PR,1999,1467
4123006,Salto do Lontra,PR,5635,4867
4123105,Santa Amélia,PR,1293,1034
4123204,Santa Cecília do Pavão,PR,1301,1020
4123303,Santa Cruz de Monte Castelo,PR,3226,2591
4123402,Santa Fé,PR,4259,3729
4123501,Santa Helena,PR,9523,8806
4123600,Santa Inês,PR,677,565
4123709,Santa Isabel do Ivaí,PR,3473,2929
4123808,Santa Izabel do Oeste,PR,5177,4417
4123824,Santa Lúcia,PR,1389,1086
4123857,Santa Maria do Oeste,PR,3611,2321
4123907,Santa Mariana,PR,4219,3501
4123956,Santa Mônica,PR,1252,989
4124004,Santana do Itararé,PR,2099,1676
4124020,Santa Tereza do Oeste,PR,4668,4269
4124053,Santa Terezinha de Itaipu,PR,8613,7808
4124103,Santo Antônio da Platina,PR,16072,13365
4124202,Santo Antônio do Caiuá,PR,980,817
4124301,Santo Antônio do Paraíso,PR,819,692
4124400,Santo Antônio do Sudoeste,PR,8387,7633
4124509,Santo Inácio,PR,2274,2091
4124608,São Carlos do Ivaí,PR,2368,2052
4124707,São Jerônimo da Serra,PR,3950,3114
4124806,São João,PR,4537,4011
4124905,São João do Caiuá,PR,2179,1804
4125001,São João do Ivaí,PR,4213,3528
4125100,São João do Triunfo,PR,4909,3897
4125209,São Jorge d'Oeste,PR,3555,3210
4125308,São Jorge do Ivaí,PR,1925,1685
4125357,São Jorge do Patrocínio,PR,2512,2019
4125407,São José da Boa Vista,PR,2355,1864
4125456,São José das Palmeiras,PR,1511,1312
4125506,São José dos Pinhais,PR,117126,109078
4125555,São Manoel do Paraná,PR,808,585
4125605,São Mateus do Sul,PR,15520,12751
4125704,São Miguel do Iguaçu,PR,10692,9577
4125753,São Pedro do Iguaçu,PR,2204,1913
4125803,São Pedro do Ivaí,PR,3355,2869
4125902,São Pedro do Paraná,PR,984,847
4126009,São Sebastião da Amoreira,PR,2984,2524
4126108,São Tomé,PR,1948,1590
4126207,Sapopema,PR,2402,1994
4126256,Sarandi,PR,42869,39632
4126272,Saudade do Iguaçu,PR,2119,1795
4126306,Sengés,PR,6102,5201
4126355,Serranópolis do Iguaçu,PR,1841,1653
4126405,Sertaneja,PR,2191,1907
4126504,Sertanópolis,PR,5839,5041
4126603,Siqueira Campos,PR,8608,7498
4126652,Sulina,PR,1341,1119
4126678,Tamarana,PR,3686,2722
4126702,Tamboara,PR,1865,1572
4126801,Tapejara,PR,5818,4920
4126900,Tapira,PR,2253,1786
4127007,Teixeira Soares,PR,3327,2860
4127106,Telêmaco Borba,PR,26417,24386
4127205,Terra Boa,PR,6518,5538
4127304,Terra Rica,PR,5526,4764
4127403,Terra Roxa,PR,6764,5819
4127502,Tibagi,PR,7015,5843
4127601,Tijucas do Sul,PR,6396,5297
4127700,Toledo,PR,56383,53107
4127809,Tomazina,PR,3197,2615
4127858,Três Barras do Paraná,PR,4102,3508
4127882,Tunas do Paraná,PR,2104,1764
4127908,Tuneiras do Oeste,PR,3075,2585
4127957,Tupãssi,PR,3046,2694
4127965,Turvo,PR,5016,4013
4128005,Ubiratã,PR,9224,8107
4128104,Umuarama,PR,44287,39613
4128203,União da Vitória,PR,19961,17932
4128302,Uniflor,PR,806,653
4128401,Uraí,PR,4043,3310
4128500,Wenceslau Braz,PR,7086,5807
4128534,Ventania,PR,3451,2701
4128559,Vera Cruz do Oeste,PR,3141,2751
4128609,Verê,PR,2928,2600
4128625,Alto Paraíso,PR,1136,981
4128633,Doutor Ulysses,PR,2066,1336
4128658,Virmond,PR,1401,964
4128708,Vitorino,PR,3489,3023
4128807,Xambrê,PR,2202,1772
4200051,Abdon Batista,SC,966,861
4200101,Abelardo Luz,SC,6036,5343
4200200,Agrolândia,SC,3916,3565
4200309,Agronômica,SC,2232,2118
4200408,Água Doce,SC,2431,2116
4200507,Águas de Chapecó,SC,2275,1843
4200556,Águas Frias,SC,1026,897
4200606,Águas Mornas,SC,2460,2087
4200705,Alfredo Wagner,SC,3888,3250
4200754,Alto Bela Vista,SC,725,599
4200804,Anchieta,SC,2280,2090
4200903,Angelina,SC,1998,1728
4201000,Anita Garibaldi,SC,3127,2530
4201109,Anitápolis,SC,1333,1169
4201208,Antônio Carlos,SC,3774,3350
4201257,Apiúna,SC,3535,3345
4201273,Arabutã,SC,1606,1336
4201307,Araquari,SC,15033,13676
4201406,Araranguá,SC,26759,24628
4201505,Armazém,SC,3248,2875
4201604,Arroio Trinta,SC,1391,1259
4201653,Arvoredo,SC,869,747
4201703,Ascurra,SC,3015,2659
4201802,Atalanta,SC,1202,1077
4201901,Aurora,SC,2426,2046
4201950,Balneário Arroio do Silva,SC,6003,5526
4202008,Balneário Camboriú,SC,57954,55860
4202057,Balneário Barra do Sul,SC,5801,5263
4202073,Balneário Gaivota,SC,5966,5367
4202081,Bandeirante,SC,1142,912
4202099,Barra Bonita,SC,613,501
4202107,Barra Velha,SC,16153,15088
4202131,Bela Vista do Toldo,SC,2081,1542
4202156,Belmonte,SC,954,813
4202206,Benedito Novo,SC,3715,3276
4202305,Biguaçu,SC,28285,26106
4202404,Blumenau,SC,137257,131328
4202438,Bocaina do Sul,SC,1324,940
4202453,Bombinhas,SC,9072,8720
4202503,Bom Jardim da Serra,SC,1527,1316
4202537,Bom Jesus,SC,975,820
4202578,Bom Jesus do Oeste,SC,806,676
4202602,Bom Retiro,SC,3036,2764
4202701,Botuverá,SC,1976,1779
4202800,Braço do Norte,SC,11864,11276
4202859,Braço do Trombudo,SC,1494,1272
4202875,Brunópolis,SC,936,692
4202909,Brusque,SC,50217,47080
4203006,Caçador,SC,26323,24391
4203105,Caibi,SC,2313,2034
4203154,Calmon,SC,1128,900
4203204,Camboriú,SC,36480,34650
4203253,Capão Alto,SC,1002,751
4203303,Campo Alegre,SC,4403,3936
4203402,Campo Belo do Sul,SC,2675,2180
4203501,Campo Erê,SC,3487,2998
4203600,Campos Novos,SC,13607,12459
4203709,Canelinha,SC,4495,3980
4203808,Canoinhas,SC,19719,16988
4203907,Capinzal,SC,8950,7387
4203956,Capivari de Baixo,SC,8574,7895
4204004,Catanduvas,SC,3822,3522
4204103,Caxambu do Sul,SC,1676,1401
4204152,Celso Ramos,SC,1031,838
4204178,Cerro Negro,SC,1197,844
4204194,Chapadão do Lageado,SC,1082,981
4204202,Chapecó,SC,93252,87506
4204251,Cocal do Sul,SC,6230,5777
4204301,Concórdia,SC,30364,27553
4204350,Cordilheira Alta,SC,1664,1515
4204400,Coronel Freitas,SC,3721,3437
4204459,Coronel Martins,SC,763,619
4204509,Corupá,SC,5440,4826
4204558,Correia Pinto,SC,5636,4841
4204608,Criciúma,SC,79767,74994
4204707,Cunha Porã,SC,4191,3698
4204756,Cunhataí,SC,703,588
4204806,Curitibanos,SC,14309,12775
4204905,Descanso,SC,3140,2789
4205001,Dionísio Cerqueira,SC,5638,4948
4205100,Dona Emma,SC,1454,1187
4205159,Doutor Pedrinho,SC,1363,1215
4205175,Entre Rios,SC,1173,858
4205191,Ermo,SC,809,692
4205209,Erval Velho,SC,1875,1550
4205308,Faxinal dos Guedes,SC,4036,3671
4205357,Flor do Sertão,SC,663,536
4205407,Florianópolis,SC,219689,210474
4205431,Formosa do Sul,SC,952,845
4205456,Forquilhinha,SC,10864,10361
4205506,Fraiburgo,SC,11912,10733
4205555,Frei Rogério,SC,866,745
4205605,Galvão,SC,1156,987
4205704,Garopaba,SC,11236,10527
4205803,Garuva,SC,6215,5730
4205902,Gaspar,SC,25852,24192
4206009,Governador Celso Ramos,SC,6160,5441
4206108,Grão-Pará,SC,2178,1946
4206207,Gravatal,SC,4622,4142
4206306,Guabiruba,SC,8367,7732
4206405,Guaraciaba,SC,3987,3604
4206504,Guaramirim,SC,16293,15335
4206603,Guarujá do Sul,SC,1946,1772
4206652,Guatambú,SC,2913,2518
4206702,Herval d'Oeste,SC,8286,7470
4206751,Ibiam,SC,715,633
4206801,Ibicaré,SC,1251,1041
4206900,Ibirama,SC,7258,6656
4207007,Içara,SC,21128,19518
4207106,Ilhota,SC,5867,5460
4207205,Imaruí,SC,4588,3744
4207304,Imbituba,SC,19887,18253
4207403,Imbuia,SC,2177,1983
4207502,Indaial,SC,25816,24452
4207577,Iomerê,SC,1066,992
4207601,Ipira,SC,1836,1544
4207650,Iporã do Oeste,SC,3397,3016
4207684,Ipuaçu,SC,2528,1766
4207700,Ipumirim,SC,2812,2530
4207759,Iraceminha,SC,1465,1163
4207809,Irani,SC,3656,3236
4207858,Irati,SC,787,634
4207908,Irineópolis,SC,3603,3107
4208005,Itá,SC,2693,2461
4208104,Itaiópolis,SC,7734,6816
4208203,Itajaí,SC,94039,89158
4208302,Itapema,SC,27427,26277
4208401,Itapiranga,SC,6005,5616
4208450,Itapoá,SC,11474,10340
4208500,Ituporanga,SC,9513,8768
4208609,Jaborá,SC,1542,1327
4208708,Jacinto Machado,SC,3953,3431
4208807,Jaguaruna,SC,7565,6682
4208906,Jaraguá do Sul,SC,66395,63312
4208955,Jardinópolis,SC,676,584
4209003,Joaçaba,SC,11774,10933
4209102,Joinville,SC,223947,210663
4209151,José Boiteux,SC,1878,1665
4209177,Jupiá,SC,949,814
4209201,Lacerdópolis,SC,830,744
4209300,Lages,SC,59945,54329
4209409,Laguna,SC,16396,14709
4209458,Lajeado Grande,SC,585,499
4209508,Laurentino,SC,2938,2725
4209607,Lauro Müller,SC,5281,4686
4209706,Lebon Régis,SC,3881,3313
4209805,Leoberto Leal,SC,1218,1078
4209854,Lindóia do Sul,SC,1638,1457
4209904,Lontras,SC,4669,4301
4210001,Luiz Alves,SC,3985,3700
4210035,Luzerna,SC,2288,2112
4210050,Macieira,SC,648,558
4210100,Mafra,SC,20082,17809
4210209,Major Gercino,SC,1205,1067
4210308,Major Vieira,SC,2683,2058
4210407,Maracajá,SC,2743,2567
4210506,Maravilha,SC,10625,9529
4210555,Marema,SC,742,644
4210605,Massaranduba,SC,6205,5657
4210704,Matos Costa,SC,965,811
4210803,Meleiro,SC,2586,2313
4210852,Mirim Doce,SC,903,786
4210902,Modelo,SC,1531,1315
4211009,Mondaí,SC,3776,3264
4211058,Monte Carlo,SC,3169,2659
4211108,Monte Castelo,SC,2668,2239
4211207,Morro da Fumaça,SC,6395,5852
4211256,Morro Grande,SC,1088,919
4211306,Navegantes,SC,29453,28038
4211405,Nova Erechim,SC,1874,1685
4211454,Nova Itaberaba,SC,1684,1411
4211504,Nova Trento,SC,5035,4531
4211603,Nova Veneza,SC,4858,4454
4211652,Novo Horizonte,SC,909,795
4211702,Orleans,SC,8557,7747
4211751,Otacílio Costa,SC,6307,5765
4211801,Ouro,SC,2657,2383
4211850,Ouro Verde,SC,787,727
4211876,Paial,SC,692,520
4211892,Painel,SC,841,689
4211900,Palhoça,SC,81744,77637
4212007,Palma Sola,SC,2782,2379
4212056,Palmeira,SC,959,721
4212106,Palmitos,SC,6050,5289
4212205,Papanduva,SC,6901,5733
4212239,Paraíso,SC,1565,1340
4212254,Passo de Torres,SC,4736,4589
4212270,Passos Maia,SC,1334,1041
4212304,Paulo Lopes,SC,3296,2861
4212403,Pedras Grandes,SC,1586,1326
4212502,Penha,SC,11986,11086
4212601,Peritiba,SC,1200,1063
4212650,Pescaria Brava,SC,3820,3260
4212700,Petrolândia,SC,2442,2102
4212809,Balneário Piçarras,SC,9816,9161
4212908,Pinhalzinho,SC,8162,7422
4213005,Pinheiro Preto,SC,1175,1080
4213104,Piratuba,SC,2284,2019
4213153,Planalto Alegre,SC,1059,943
4213203,Pomerode,SC,11951,11241
4213302,Ponte Alta,SC,1599,1333
4213351,Ponte Alta do Norte,SC,1061,875
4213401,Ponte Serrada,SC,3777,3177
4213500,Porto Belo,SC,9886,9217
4213609,Porto União,SC,11870,10533
4213708,Pouso Redondo,SC,6073,5645
4213807,Praia Grande,SC,3237,2773
4213906,Presidente Castello Branco,SC,606,560
4214003,Presidente Getúlio,SC,7011,6477
4214102,Presidente Nereu,SC,884,806
4214151,Princesa,SC,1092,936
4214201,Quilombo,SC,3856,3499
4214300,Rancho Queimado,SC,1250,1139
4214409,Rio das Antas,SC,2239,1959
4214508,Rio do Campo,SC,2342,2140
4214607,Rio do Oeste,SC,2739,2577
4214706,Rio dos Cedros,SC,3851,3504
4214805,Rio do Sul,SC,27443,25974
4214904,Rio Fortuna,SC,1587,1496
4215000,Rio Negrinho,SC,13749,11966
4215059,Rio Rufino,SC,872,767
4215075,Riqueza,SC,1838,1516
4215109,Rodeio,SC,4700,4201
4215208,Romelândia,SC,1861,1510
4215307,Salete,SC,2750,2518
4215356,Saltinho,SC,1360,1092
4215406,Salto Veloso,SC,1663,1544
4215455,Sangão,SC,4255,3896
4215505,Santa Cecília,SC,5384,4698
4215554,Santa Helena,SC,882,735
4215604,Santa Rosa de Lima,SC,736,679
4215653,Santa Rosa do Sul,SC,3664,3406
4215679,Santa Terezinha,SC,2944,2676
4215687,Santa Terezinha do Progresso,SC,955,741
4215695,Santiago do Sul,SC,579,469
4215703,Santo Amaro da Imperatriz,SC,10190,9503
4215752,São Bernardino,SC,978,842
4215802,São Bento do Sul,SC,30049,28030
4215901,São Bonifácio,SC,1127,1042
4216008,São Carlos,SC,3869,3434
4216057,São Cristóvão do Sul,SC,1475,1148
4216107,São Domingos,SC,3460,2949
4216206,São Francisco do Sul,SC,19366,18037
4216255,São João do Oeste,SC,2349,2144
4216305,São João Batista,SC,11620,10660
4216354,São João do Itaperiú,SC,1490,1275
4216404,São João do Sul,SC,3317,2881
4216503,São Joaquim,SC,9560,8426
4216602,São José,SC,105597,99500
4216701,São José do Cedro,SC,5337,4903
4216800,São José do Cerrito,SC,3328,2697
4216909,São Lourenço do Oeste,SC,8993,8266
4217006,São Ludgero,SC,4657,4466
4217105,São Martinho,SC,1170,1048
4217154,São Miguel da Boa Vista,SC,662,492
4217204,São Miguel do Oeste,SC,17275,16356
4217253,São Pedro de Alcântara,SC,1742,1408
4217303,Saudades,SC,3600,3201
4217402,Schroeder,SC,6842,6501
4217501,Seara,SC,6672,5924
4217550,Serra Alta,SC,1230,1033
4217600,Siderópolis,SC,4951,4494
4217709,Sombrio,SC,11054,10260
4217758,Sul Brasil,SC,999,893
4217808,Taió,SC,6840,6361
4217907,Tangará,SC,3055,2694
4217956,Tigrinhos,SC,864,619
4218004,Tijucas,SC,18181,17135
4218103,Timbé do Sul,SC,1995,1707
4218202,Timbó,SC,16753,15806
4218251,Timbó Grande,SC,2528,2072
4218301,Três Barras,SC,6569,5757
4218350,Treviso,SC,1372,1212
4218400,Treze de Maio,SC,2586,2246
4218509,Treze Tílias,SC,3253,2979
4218608,Trombudo Central,SC,2724,2429
4218707,Tubarão,SC,42133,39137
4218756,Tunápolis,SC,1765,1588
4218806,Turvo,SC,4824,4318
4218855,União do Oeste,SC,1026,877
4218905,Urubici,SC,3952,3529
4218954,Urupema,SC,956,796
4219002,Urussanga,SC,7786,7081
4219101,Vargeão,SC,1292,1099
4219150,Vargem,SC,1009,840
4219176,Vargem Bonita,SC,1612,1428
4219200,Vidal Ramos,SC,2335,2117
4219309,Videira,SC,20554,19465
4219358,Vitor Meireles,SC,1922,1752
4219408,Witmarsum,SC,1522,1324
4219507,Xanxerê,SC,19420,17764
4219606,Xavantina,SC,1254,1012
4219705,Xaxim,SC,11652,10728
4219853,Zortéa,SC,1463,1297
4220000,Balneário Rincão,SC,5817,5378
4300034,Aceguá,RS,1578,1303
4300059,Água Santa,RS,1382,1207
4300109,Agudo,RS,6134,5213
4300208,Ajuricaba,RS,2591,2204
4300307,Alecrim,RS,2553,1928
4300406,Alegrete,RS,28255,23806
4300455,Alegria,RS,1453,935
4300471,Almirante Tamandaré do Sul,RS,799,678
4300505,Alpestre,RS,2848,2196
4300554,Alto Alegre,RS,697,589
4300570,Alto Feliz,RS,1230,990
4300604,Alvorada,RS,68761,61048
4300638,Amaral Ferrador,RS,2012,1477
4300646,Ametista do Sul,RS,2904,2388
4300661,André da Rocha,RS,437,364
4300703,Anta Gorda,RS,2235,1922
4300802,Antônio Prado,RS,5010,4533
4300851,Arambaré,RS,1729,1322
4300877,Araricá,RS,3216,2897
4300901,Aratiba,RS,2575,2199
4301008,Arroio do Meio,RS,8407,7650
4301057,Arroio do Sal,RS,4469,4057
4301073,Arroio do Padre,RS,825,660
4301107,Arroio dos Ratos,RS,5515,4518
4301206,Arroio do Tigre,RS,4455,3839
4301305,Arroio Grande,RS,7276,5894
4301404,Arvorezinha,RS,3931,3281
4301503,Augusto Pestana,RS,2834,2355
4301552,Áurea,RS,1318,931
4301602,Bagé,RS,45255,39103
4301636,Balneário Pinhal,RS,6093,4940
4301651,Barão,RS,2427,2099
4301701,Barão de Cotegipe,RS,2680,2301
4301750,Barão do Triunfo,RS,2408,1471
4301800,Barracão,RS,1931,1570
4301859,Barra do Guarita,RS,1179,988
4301875,Barra do Quaraí,RS,1463,1275
4301909,Barra do Ribeiro,RS,4796,3825
4301925,Barra do Rio Azul,RS,620,491
4301958,Barra Funda,RS,896,812
4302006,Barros Cassal,RS,3693,2189
4302055,Benjamin Constant do Sul,RS,725,501
4302105,Bento Gonçalves,RS,48773,44900
4302154,Boa Vista das Missões,RS,765,646
4302204,Boa Vista do Buricá,RS,2738,2424
4302220,Boa Vista do Cadeado,RS,855,729
4302238,Boa Vista do Incra,RS,840,770
4302253,Boa Vista do Sul,RS,1052,842
4302303,Bom Jesus,RS,4187,3151
4302352,Bom Princípio,RS,4996,4541
4302378,Bom Progresso,RS,821,645
4302402,Bom Retiro do Sul,RS,4865,4294
4302451,Boqueirão do Leão,RS,2438,1860
4302501,Bossoroca,RS,2360,1656
4302584,Bozano,RS,808,663
4302600,Braga,RS,1238,911
4302659,Brochier,RS,2018,1679
4302709,Butiá,RS,7350,5748
4302808,Caçapava do Sul,RS,13435,10339
4302907,Cacequi,RS,4268,3235
4303004,Cachoeira do Sul,RS,31792,26399
4303103,Cachoeirinha,RS,52494,48132
4303202,Cacique Doble,RS,1661,1258
4303301,Caibaté,RS,1892,1520
4303400,Caiçara,RS,1852,1425
4303509,Camaquã,RS,23866,19666
4303558,Camargo,RS,1128,1017
4303608,Cambará do Sul,RS,2419,2156
4303673,Campestre da Serra,RS,1284,1025
4303707,Campina das Missões,RS,2301,2034
4303806,Campinas do Sul,RS,2057,1711
4303905,Campo Bom,RS,24064,22134
4304002,Campo Novo,RS,1917,1500
4304101,Campos Borges,RS,1460,1106
4304200,Candelária,RS,11399,9528
4304309,Cândido Godói,RS,2439,2076
4304358,Candiota,RS,4109,3496
4304408,Canela,RS,18310,17074
4304507,Canguçu,RS,19315,15082
4304606,Canoas,RS,132703,122354
4304614,Canudos do Vale,RS,648,484
4304622,Capão Bonito do Sul,RS,691,507
4304630,Capão da Canoa,RS,23876,21746
4304655,Capão do Cipó,RS,1167,1020
4304663,Capão do Leão,RS,10141,8557
4304671,Capivari do Sul,RS,1496,1279
4304689,Capela de Santana,RS,4229,3491
4304697,Capitão,RS,1054,893
4304705,Carazinho,RS,24190,21549
4304713,Caraá,RS,3017,2410
4304804,Carlos Barbosa,RS,11651,10646
4304853,Carlos Gomes,RS,513,355
4304903,Casca,RS,3621,3383
4304952,Caseiros,RS,1112,875
4305009,Catuípe,RS,3373,2783
4305108,Caxias do Sul,RS,184841,171718
4305116,Centenário,RS,1029,727
4305124,Cerrito,RS,2429,1872
4305132,Cerro Branco,RS,1581,1182
4305157,Cerro Grande,RS,915,773
4305173,Cerro Grande do Sul,RS,3576,2642
4305207,Cerro Largo,RS,5350,4735
4305306,Chapada,RS,3813,3202
4305355,Charqueadas,RS,12006,10454
4305371,Charrua,RS,959,719
4305405,Chiapetta,RS,1524,1273
4305439,Chuí,RS,2384,2124
4305447,Chuvisca,RS,1669,1228
4305454,Cidreira,RS,6845,6009
4305504,Ciríaco,RS,1680,1271
4305587,Colinas,RS,950,772
4305603,Colorado,RS,1277,1097
4305702,Condor,RS,2394,2028
4305801,Constantina,RS,3788,2963
4305835,Coqueiro Baixo,RS,502,380
4305850,Coqueiros do Sul,RS,897,709
4305871,Coronel Barros,RS,1092,979
4305900,Coronel Bicaco,RS,2324,1785
4305934,Coronel Pilar,RS,565,460
4305959,Cotiporã,RS,1425,1299
4305975,Coxilha,RS,1018,879
4306007,Crissiumal,RS,5271,4475
4306056,Cristal,RS,2768,2225
4306072,Cristal do Sul,RS,1051,812
4306106,Cruz Alta,RS,22764,19805
4306130,Cruzaltense,RS,616,504
4306205,Cruzeiro do Sul,RS,4589,3852
4306304,David Canabarro,RS,1658,1435
4306320,Derrubadas,RS,1074,842
4306353,Dezesseis de Novembro,RS,1017,767
4306379,Dilermando de Aguiar,RS,1147,741
4306403,Dois Irmãos,RS,11922,11090
4306429,Dois Irmãos das Missões,RS,798,631
4306452,Dois Lajeados,RS,1161,1028
4306502,Dom Feliciano,RS,5086,3491
4306551,Dom Pedro de Alcântara,RS,1049,879
4306601,Dom Pedrito,RS,14302,11681
4306700,Dona Francisca,RS,1222,1050
4306734,Doutor Maurício Cardoso,RS,1821,1495
4306759,Doutor Ricardo,RS,710,584
4306767,Eldorado do Sul,RS,14472,12863
4306809,Encantado,RS,9026,8219
4306908,Encruzilhada do Sul,RS,9611,7063
4306924,Engenho Velho,RS,442,335
4306932,Entre-Ijuís,RS,3583,2908
4306957,Entre Rios do Sul,RS,1087,780
4306973,Erebango,RS,1072,844
4307005,Erechim,RS,42098,38639
4307054,Ernestina,RS,1253,943
4307104,Herval,RS,2672,1855
4307203,Erval Grande,RS,1956,1440
4307302,Erval Seco,RS,2610,1700
4307401,Esmeralda,RS,1248,917
4307450,Esperança do Sul,RS,1276,988
4307500,Espumoso,RS,5803,4871
4307559,Estação,RS,2172,1854
4307609,Estância Velha,RS,17902,16343
4307708,Esteio,RS,29274,26398
4307807,Estrela,RS,12405,11245
4307815,Estrela Velha,RS,1161,941
4307831,Eugênio de Castro,RS,1112,901
4307864,Fagundes Varela,RS,883,750
4307906,Farroupilha,RS,27014,24791
4308003,Faxinal do Soturno,RS,2582,2183
4308052,Faxinalzinho,RS,1004,750
4308078,Fazenda Vilanova,RS,1644,1388
4308102,Feliz,RS,5442,4906
4308201,Flores da Cunha,RS,11815,10863
4308250,Floriano Peixoto,RS,693,531
4308300,Fontoura Xavier,RS,3705,2759
4308409,Formigueiro,RS,2537,1732
4308433,Forquetinha,RS,955,710
4308458,Fortaleza dos Valos,RS,1730,1523
4308508,Frederico Westphalen,RS,12702,11404
4308607,Garibaldi,RS,13405,12321
4308656,Garruchos,RS,1056,766
4308706,Gaurama,RS,2205,1832
4308805,General Câmara,RS,3148,2443
4308854,Gentil,RS,646,523
4308904,Getúlio Vargas,RS,6678,5966
4309001,Giruá,RS,6128,4896
4309050,Glorinha,RS,2987,2413
4309100,Gramado,RS,15378,14415
4309126,Gramado dos Loureiros,RS,723,538
4309159,Gramado Xavier,RS,1245,934
4309209,Gravataí,RS,101782,89676
4309258,Guabiju,RS,563,448
4309308,Guaíba,RS,35175,31670
4309407,Guaporé,RS,9646,8750
4309506,Guarani das Missões,RS,2802,2280
4309555,Harmonia,RS,2022,1772
4309571,Herveiras,RS,969,693
4309605,Horizontina,RS,7615,6766
4309654,Hulha Negra,RS,2206,1800
4309704,Humaitá,RS,1885,1584
4309753,Ibarama,RS,1419,1077
4309803,Ibiaçá,RS,1771,1490
4309902,Ibiraiaras,RS,2525,2244
4309951,Ibirapuitã,RS,1462,1202
4310009,Ibirubá,RS,8361,7642
4310108,Igrejinha,RS,12787,11528
4310207,Ijuí,RS,32516,28775
4310306,Ilópolis,RS,1509,1301
4310330,Imbé,RS,10470,9494
4310363,Imigrante,RS,1183,999
4310405,Independência,RS,2487,2024
4310413,Inhacorá,RS,782,587
4310439,Ipê,RS,2136,1764
4310462,Ipiranga do Sul,RS,675,616
4310504,Iraí,RS,2838,2257
4310538,Itaara,RS,2115,1847
4310553,Itacurubi,RS,1171,814
4310579,Itapuca,RS,725,593
4310603,Itaqui,RS,12911,11190
4310652,Itati,RS,1040,796
4310702,Itatiba do Sul,RS,1281,952
4310751,Ivorá,RS,740,513
4310801,Ivoti,RS,8618,8121
4310850,Jaboticaba,RS,1501,1049
4310876,Jacuizinho,RS,784,558
4310900,Jacutinga,RS,1301,1053
4311007,Jaguarão,RS,10816,8985
4311106,Jaguari,RS,4309,3418
4311122,Jaquirana,RS,1392,1009
4311130,Jari,RS,1330,1088
4311155,Jóia,RS,2781,2354
4311205,Júlio de Castilhos,RS,6965,5564
4311239,Lagoa Bonita do Sul,RS,866,727
4311254,Lagoão,RS,2036,1137
4311270,Lagoa dos Três Cantos,RS,654,583
4311304,Lagoa Vermelha,RS,10769,8856
4311403,Lajeado,RS,37920,34920
4311429,Lajeado do Bugre,RS,984,689
4311502,Lavras do Sul,RS,2923,2091
4311601,Liberato Salzano,RS,1828,1374
4311627,Lindolfo Collor,RS,2311,2094
4311643,Linha Nova,RS,665,509
4311700,Machadinho,RS,2299,1870
4311718,Maçambará,RS,1632,1335
4311734,Mampituba,RS,1233,1035
4311759,Manoel Viana,RS,2761,2195
4311775,Maquiné,RS,2911,2326
4311791,Maratá,RS,972,802
4311809,Marau,RS,17270,15956
4311908,Marcelino Ramos,RS,1734,1406
4311981,Mariana Pimentel,RS,1642,1101
4312005,Mariano Moro,RS,757,638
4312054,Marques de Souza,RS,1575,1324
4312104,Mata,RS,1959,1428
4312138,Mato Castelhano,RS,929,724
4312153,Mato Leitão,RS,1883,1597
4312179,Mato Queimado,RS,696,572
4312203,Maximiliano de Almeida,RS,1647,1197
4312252,Minas do Leão,RS,2814,2274
4312302,Miraguaí,RS,1658,1214
4312351,Montauri,RS,535,494
4312377,Monte Alegre dos Campos,RS,1194,781
4312385,Monte Belo do Sul,RS,917,816
4312401,Montenegro,RS,25877,22881
4312427,Mormaço,RS,1058,810
4312443,Morrinhos do Sul,RS,1279,1131
4312450,Morro Redondo,RS,2513,1998
4312476,Morro Reuter,RS,2301,2060
4312500,Mostardas,RS,4595,3633
4312609,Muçum,RS,1785,1491
4312617,Muitos Capões,RS,1097,897
4312625,Muliterno,RS,599,491
4312658,Não-Me-Toque,RS,6970,6343
4312674,Nicolau Vergueiro,RS,767,600
4312708,Nonoai,RS,5144,3976
4312757,Nova Alvorada,RS,1172,1086
4312807,Nova Araçá,RS,1811,1644
4312906,Nova Bassano,RS,3292,2929
4312955,Nova Boa Vista,RS,796,697
4313003,Nova Bréscia,RS,1213,1057
4313011,Nova Candelária,RS,1182,1079
4313037,Nova Esperança do Sul,RS,1907,1604
4313060,Nova Hartz,RS,7538,6771
4313086,Nova Pádua,RS,810,759
4313102,Nova Palma,RS,2041,1641
4313201,Nova Petrópolis,RS,9044,8015
4313300,Nova Prata,RS,9884,9238
4313334,Nova Ramada,RS,864,733
4313359,Nova Roma do Sul,RS,1247,1110
4313375,Nova Santa Rita,RS,10264,9043
4313391,Novo Cabrais,RS,1458,1208
4313409,Novo Hamburgo,RS,89756,80917
4313425,Novo Machado,RS,1305,970
4313441,Novo Tiradentes,RS,819,632
4313466,Novo Xingu,RS,622,502
4313490,Novo Barreiro,RS,1647,1280
4313508,Osório,RS,17757,15944
4313607,Paim Filho,RS,1414,1166
4313656,Palmares do Sul,RS,5175,4295
4313706,Palmeira das Missões,RS,12790,10732
4313805,Palmitinho,RS,3004,2521
4313904,Panambi,RS,16485,15047
4313953,Pantano Grande,RS,3972,3051
4314001,Paraí,RS,2654,2373
4314027,Paraíso do Sul,RS,2613,1900
4314035,Pareci Novo,RS,1684,1468
4314050,Parobé,RS,19884,17482
